Job ID,Location ID,Title,Final URL,Image URL,Category,Description,Salary,Address
eb756b6fb8,Amsterdam,Verpleegkundige Neuromodulatie Amsterdam,https://werkenbij.ggzingeest.nl/vacatures/verpleegkundige-neuromodulatie-amsterdam/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Verpleegkundige,,,"Amsterdam, Nederland"
255db4c772,Amsterdam,Klinisch psycholoog FACT Slotervaart,https://werkenbij.ggzingeest.nl/vacatures/klinisch-psycholoog-fact-slotervaart/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Psycholoog,,,"Amsterdam, Nederland"
135894e122,Amsterdam,Verpleegkundig specialist HoPE (basis GGZ),https://werkenbij.ggzingeest.nl/vacatures/verpleegkundig-specialist-hope-basis-ggz-5/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Specialist,,,"Amsterdam, Nederland"
47a3bd4542,Amsterdam,Verpleegkundige I en II Vervolgkliniek Gesloten (nieuw team!),https://werkenbij.ggzingeest.nl/vacatures/verpleegkundige-i-en-ii-vervolgkliniek-gesloten-nieuw-team/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Verpleegkundige,,,"Amsterdam, Nederland"
7cb0c75100,Amsterdam,Gz-psycholoog PTSS-5,https://werkenbij.ggzingeest.nl/vacatures/gz-psycholoog-ptss-5/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Psycholoog,,,"Amsterdam, Nederland"
49d9b354a3,Amsterdam,Basisarts FACT Amstelveen,https://werkenbij.ggzingeest.nl/vacatures/basisarts-fact-amstelveen-1/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Arts,,,"Amsterdam, Nederland"
9a852ffaaf,Amsterdam,(Nacht) verpleegkundige of begeleider kliniek ouderen,https://werkenbij.ggzingeest.nl/vacatures/nacht-verpleegkundige-of-begeleider-kliniek-ouderen/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Verpleegkundige,,,"Amsterdam, Nederland"
38cec7f708,Amsterdam,Psychiater FACT  Haarlemmermeer,https://werkenbij.ggzingeest.nl/vacatures/psychiater-fact-haarlemmermeer/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Psychiater,,,"Amsterdam, Nederland"
796ae11221,Amsterdam,Flexibele Verpleegkundig specialist FACT,https://werkenbij.ggzingeest.nl/vacatures/flexibele-verpleegkundig-specialist-fact/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Specialist,,,"Amsterdam, Nederland"
f56220ebde,Amsterdam,Verpleegkundig Specialist Crisisdienst IHT,https://werkenbij.ggzingeest.nl/vacatures/verpleegkundig-specialist-crisisdienst-iht/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Specialist,,,"Amsterdam, Nederland"
acc4d70845,Amsterdam,Psychiater polikliniek ouderen open,https://werkenbij.ggzingeest.nl/vacatures/psychiater-polikliniek-ouderen-open/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Psychiater,,,"Amsterdam, Nederland"
2f3a0773f8,Amsterdam,Verpleegkundige kliniek high intensive care,https://werkenbij.ggzingeest.nl/vacatures/verpleegkundige-kliniek-high-intensive-care-2-4/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Verpleegkundige,,,"Amsterdam, Nederland"
d0474d2323,Amsterdam,Gz-psycholoog polikliniek jongvolwassenen,https://werkenbij.ggzingeest.nl/vacatures/gz-psycholoog-jovo/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Psycholoog,,,"Amsterdam, Nederland"
16619dd8e6,Amsterdam,"Nachtverpleegkundige, VIG- of Begeleider Vervolgkliniek",https://werkenbij.ggzingeest.nl/vacatures/nachtverpleegkundige-vig-of-begeleider-vervolgkliniek/,https://cdn.diffuse.nl/werkenbijggzingeest/uploads/2024/06/GGZ-in-Geest-Campagne-178-scaled-e1718537941763.jpg,Verpleegkundige,,,"Amsterdam, Nederland"
